# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	CROSSIDS	TMP_STRUCTURE	TMP_TOKENS
#
2175	Achang_Longchuan	sugarcane	374	phă⁵⁵liŋ⁵⁵	16247 16248	i r t + i r t	pʰ ă ⁵⁵ + l iŋ ⁵⁵
7060	Maru	sugarcane	374	phauŋ³⁵tʃhuk³¹	16249 16250	i r t + i r t	ph auŋ ³⁵ + tʃh uk ³¹
8699	Bola	sugarcane	374	phauŋ³⁵tʃhu⁵⁵	16249 16250	i r t + i r t	ph auŋ ³⁵ + tʃh u ⁵⁵
#
2768	Achang_Longchuan	suitable	1009	xɔʔ³¹	16261	i r t	x ɔʔ ³¹
3008	Achang_Longchuan	suitable	1009	xɔʔ³¹	16261	i r t	x ɔʔ ³¹
7634	Maru	suitable	1009	xɔ³¹	10136	i r t	x ɔ ³¹
7864	Maru	suitable	1009	xɔ³¹	10136	i r t	x ɔ ³¹
9324	Bola	suitable	1009	xɔ³¹	10136	i r t	x ɔ ³¹
9574	Bola	suitable	1009	tʃɔ³¹	16267	i r t	tʃ ɔ ³¹
#
6780	Maru	sulphur	59	ka̱n⁵⁵	16276	i r t	ˀk an ⁵⁵
8407	Bola	sulphur	59	ka̱n⁵⁵	16276	i r t	ˀk an ⁵⁵
#
2504	Achang_Longchuan	summer	743	tsan⁵⁵	103	i r t	ts an ⁵⁵
7377	Maru	summer	743	tsəŋ³¹	103	i r t	ts əŋ ³¹
9056	Bola	summer	743	kauʔ³¹tu̱i⁵⁵jaʔ³¹	16285 16286 16287	i r t + i r t + i m r t	k auʔ ³¹ + ˀt ui ⁵⁵ + ʔj j jaʔ ³¹
11905	Old_Burmese	summer	743	nuy	16288	i r t	n uj ²²
#
1834	Achang_Longchuan	sun	2	ni³¹mɔ³¹	11056 3745	i r t + i r t	n i ³¹ + m ɔ ³¹
6730	Maru	sun	2	pa³¹	5270	i r t	p a ³¹
8354	Bola	sun	2	pui⁵⁵	5270	i r t	p ui ⁵⁵
11760	Old_Burmese	sun	2	niy	11056	i r t	n əj ²²
#
3215	Achang_Longchuan	sunbathe	1492	tɔŋ³⁵	16308	i r t	t ɔŋ ³⁵
8073	Maru	sunbathe	1492	lɛ̱ʔ⁵⁵	5028	i r t	ˀl ɛʔ ⁵⁵
9798	Bola	sunbathe	1492	kɔ̃⁵⁵	16310	i r t	k ɔ̃∼ ⁵⁵
#
2642	Achang_Longchuan	sunken / dented	884	ɔp⁵⁵	16318	i r t	ʔ ɔp ⁵⁵
7518	Maru	sunken / dented	884	khøʔ⁵⁵	16318	i r t	kh øʔ ⁵⁵
9198	Bola	sunken / dented	884	khauŋ³⁵	18239	i r t	kh auŋ ³⁵
#
3026	Achang_Longchuan	support / raise	1291	liŋ³¹tut⁵⁵	16325 16326	i r t + i r t	l iŋ ³¹ + t ut ⁵⁵
7887	Maru	support / raise	1291	lɔ̱ʔ⁵⁵tɔi³¹	1175 275	i r t + i r t	ˀl ɔʔ ⁵⁵ + t ɔi ³¹
9600	Bola	support / raise	1291	mju̱ŋ⁵⁵ŋji⁵⁵	16329 16330	i m r t + i m r t	ˀmj j juŋ ⁵⁵ + ŋj j ji ⁵⁵
#
2831	Achang_Longchuan	support s.b. with one's hand	1078	kʐau⁵⁵	8665	i m r t	kʐ ʐ ʐau ⁵⁵
7691	Maru	support s.b. with one's hand	1078	tsɔi³⁵	16341	i r t	ts ɔi ³⁵
9392	Bola	support s.b. with one's hand	1078	tui³¹ʃɛ⁵⁵	16340 8665	i r t + i r t	t ui ³¹ + ʃ ɛ ⁵⁵
#
2421	Achang_Longchuan	surname / name (family)	1825	ȵau³¹	16348	i r t	ȵ au ³¹
7292	Maru	surname / name (family)	1825	xu³⁵	16349	i r t	x u ³⁵
#
2445	Achang_Longchuan	surroundings	673	a³¹ʑam⁵⁵	5331 14818	i r t + i r t	ʔ a ³¹ + ʑ am ⁵⁵
7316	Maru	surroundings	673	a³¹jɛ̃³¹	5331 14818	i r t + i m r t	ʔ a ³¹ + ʔj j jɛ̃∼ ³¹
8985	Bola	surroundings	673	a³¹jɛ̃⁵⁵	5331 14818	i r t + i m r t	ʔ a ³¹ + ʔj j jɛ̃∼ ⁵⁵
#
3159	Achang_Longchuan	sustain losses (in business)	1435	theʔ⁵⁵	16369	i r t	tʰ eʔ ⁵⁵
8016	Maru	sustain losses (in business)	1435	phui³¹	16373	i m r t	phu u ui ³¹
9741	Bola	sustain losses (in business)	1435	tshɛʔ⁵⁵	16369	i r t	tsh ɛʔ ⁵⁵
#
2121	Achang_Longchuan	swallow	315	tʂak⁵⁵len³⁵	16379 16380	i r t + i r t	tʂ ak ⁵⁵ + l en ³⁵
3299	Achang_Longchuan	swallow	315	thun³¹	16381	i r t	tʰ un ³¹
7009	Maru	swallow	315	tʃi̱ŋ³⁵tʃɔ̃³¹	16381 16385	i r t + i r t	ˀtʃ iŋ ³⁵ + tʃ ɔ̃∼ ³¹
8158	Maru	swallow	315	mjuk³¹	16382	i m r t	mj j juk ³¹
8645	Bola	swallow	315	tʃɔ̱n³⁵tʃɔ̃⁵¹	16383 16381	i r t + i r t	ˀtʃ ɔn ³⁵ + tʃ ɔ̃∼ ⁵¹
9885	Bola	swallow	315	mjuŋ⁵⁵	16382	i m r t	mj j juŋ ⁵⁵
11968	Old_Burmese	swallow	315	myuiw	16382	i m r t	mj j jəw ²²
#
2947	Achang_Longchuan	swear / vow	1201	tɔ⁵¹	9668	i r t	t ɔ ⁵¹
9511	Bola	swear / vow	1201	tɔ̃³¹tək⁵⁵	6484 16404	i r t + i r t	t ɔ̃∼ ³¹ + t ək ⁵⁵
#
1972	Achang_Longchuan	sweat	152	a³¹xə³⁵	16409 16410	i r t + i r t	ʔ a ³¹ + x ə ³⁵
6858	Maru	sweat	152	pau³¹kjø³⁵	16412 16413	i r t + i m r t	p au ³¹ + kj j jø ³⁵
8492	Bola	sweat	152	pau³¹kjø̱³⁵	16412 16413	i r t + i m r t	p au ³¹ + ˀkj j jø ³⁵
11917	Old_Burmese	sweat	152	khruyḥ	16413	i m r t	khr r ruj ⁵⁵
#
3211	Achang_Longchuan	sweep	1489	lum³¹	16422	i r t	l um ³¹
8069	Maru	sweep	1489	ʃam³⁵	16422	i r t	ʃ am ³⁵
9794	Bola	sweep	1489	ʃam³⁵	16422	i r t	ʃ am ³⁵
#
2739	Achang_Longchuan	sweet	977	uai³¹	16430	i r t	ʔ uai ³¹
7609	Maru	sweet	977	tʃhuk³¹	16431	i r t	tʃh uk ³¹
9293	Bola	sweet	977	tʃhu⁵⁵	16431	i r t	tʃh u ⁵⁵
11962	Old_Burmese	sweet	977	khyuiw	8255	i m r t	khj j jəw ²²
#
3400	Achang_Longchuan	swell (of tissue)	1682	ʐam³¹	16439	i r t	ʐ am ³¹
8264	Maru	swell (of tissue)	1682	ɣɛ̃⁵⁵	16439	i r t	ɣ ɛ̃∼ ⁵⁵
9992	Bola	swell (of tissue)	1682	ɣɛ̃³⁵	16439	i r t	ɣ ɛ̃∼ ³⁵
#
3363	Achang_Longchuan	swim	1644	luai⁵⁵luai⁵⁵	16447 16448	i r t + i r t	l uai ⁵⁵ + l uai ⁵⁵
8225	Maru	swim	1644	ɣək³¹xɛ̱ʔ⁵⁵	3565 16454	i r t + i r t	ɣ ək ³¹ + ˀx ɛʔ ⁵⁵
9953	Bola	swim	1644	ɣəi⁵⁵xɛʔ³¹xɛʔ³¹	3565 16451 16452	i r t + i r t + i r t	ɣ əi ⁵⁵ + x ɛʔ ³¹ + x ɛʔ ³¹
12000	Old_Burmese	swim	1644	kuḥ	3840	i r t	k u ⁵⁵
#
2792	Achang_Longchuan	swing / sway	1037	l̥e³⁵	16463	i r t	l̥ e ³⁵
7657	Maru	swing / sway	1037	nan⁵⁵	13714	i r t	n an ⁵⁵
9352	Bola	swing / sway	1037	fa̱k⁵⁵	16465	i r t	ˀf ak ⁵⁵
#
2279	Achang_Longchuan	table	489	phən³⁵	16471	i r t	pʰ ən ³⁵
7163	Maru	table	489	tʃɔ³¹tsɛ³¹	16475 16472	i r t + i r t	tʃ ɔ ³¹ + ts ɛ ³¹
8811	Bola	table	489	tsɔ³¹ tsɛ³¹	16472 16474	i r t + i r t	ts ɔ ³¹ + ts ɛ ³¹
#
2135	Achang_Longchuan	tadpole	330	lă³¹xam⁵¹təm³⁵	16484 16485 16486	i r t + i r t + i r t	l ă ³¹ + x am ⁵¹ + t əm ³⁵
7020	Maru	tadpole	330	pɔ̆³⁵nau⁵⁵	16487 16491	i r t + i r t	p ɔ̆ ³⁵ + n au ⁵⁵
#
2573	Achang_Longchuan	tael (=50 grams)	1827	khʐa³¹	16502	i m r t	kʰʐ ʐ ʐa ³¹
7449	Maru	tael (=50 grams)	1827	lauŋ³¹	18497	i r t	l auŋ ³¹
9129	Bola	tael (=50 grams)	1827	lauŋ⁵⁵	18497	i r t	l auŋ ⁵⁵
#
2067	Achang_Longchuan	tail	252	tɕhi³¹ȵaŋ³⁵	16509 16510	i r t + i r t	tɕʰ i ³¹ + ȵ aŋ ³⁵
6956	Maru	tail	252	ʃɔ̆³⁵mji³¹	14991 16512	i r t + i m r t	ʃ ɔ̆ ³⁵ + mj j ji ³¹
8589	Bola	tail	252	ʃă³⁵mi³¹	14991 16512	i r t + i r t	ʃ ă ³⁵ + m i ³¹
11761	Old_Burmese	tail	252	aʔ◦mriḥ	14991 16512	i r t + i m r t	ʔ a ⁵³ + mr r ri ⁵⁵
12056	Old_Burmese	tail	252	pyaḥ	16514	i m r t	pj j ja ⁵⁵
#
3140	Achang_Longchuan	take / hold / get	1416	ȵu⁵⁵	13399	i r t	ȵ u ⁵⁵
7998	Maru	take / hold / get	1416	ju³¹	7052	i m r t	ʔj j ju ³¹
9722	Bola	take / hold / get	1416	ju⁵⁵nɔ̱̃⁵⁵	7052 13399	i m r t + i r t	ʔj j ju ⁵⁵ + ˀn ɔ̃∼ ⁵⁵
#
3302	Achang_Longchuan	take off (clothes)	1576	kʐək⁵⁵	10438	i m r t	kʐ ʐ ʐək ⁵⁵
8161	Maru	take off (clothes)	1576	khjɛt⁵⁵	16537	i m r t	khj j jɛt ⁵⁵
9888	Bola	take off (clothes)	1576	khjɔt⁵⁵	16537	i r t	khj ɔt ⁵⁵
#
2851	Achang_Longchuan	take out (from in between, a part from a whole)	1103	khʐit⁵⁵	16544	i m r t	kʰʐ ʐ ʐit ⁵⁵
7713	Maru	take out (from in between, a part from a whole)	1103	ʃɛ³¹	12728	i r t	ʃ ɛ ³¹
9417	Bola	take out (from in between, a part from a whole)	1103	ʃɛ⁵⁵	12728	i r t	ʃ ɛ ⁵⁵
#
3141	Achang_Longchuan	taken hold of, have / gotten	1417	ȵu⁵⁵ʐua³⁵	13399 16554	i r t + i r t	ȵ u ⁵⁵ + ʐ ua ³⁵
7999	Maru	taken hold of, have / gotten	1417	ɣɔ⁵⁵ju³¹	16555 16556	i r t + i m r t	ɣ ɔ ⁵⁵ + ʔj j ju ³¹
9723	Bola	taken hold of, have / gotten	1417	ɣɔ⁵⁵ju³¹	16555 16556	i r t + i m r t	ɣ ɔ ⁵⁵ + ʔj j ju ³¹
#
2171	Achang_Longchuan	tangerine	370	maʔ³¹tʂuak⁵⁵	16567 16568	i r t + i r t	m aʔ ³¹ + tʂ uak ⁵⁵
7056	Maru	tangerine	370	mak³¹tʃɔ̱k³¹	16567 16568	i r t + i r t	m ak ³¹ + ˀtʃ ɔk ³¹
8695	Bola	tangerine	370	mak³¹tʃɔ̱ʔ³¹	16567 16568	i r t + i r t	m ak ³¹ + ˀtʃ ɔʔ ³¹
#
2836	Achang_Longchuan	taste / try the flavor of	1083	mi³¹	6692	i r t	m i ³¹
7696	Maru	taste / try the flavor of	1083	tʃhaŋ³¹	16586	i r t	tʃh aŋ ³¹
9397	Bola	taste / try the flavor of	1083	ta³¹vu³⁵	16586 16587	i r t + i r t	t a ³¹ + v u ³⁵
12041	Old_Burmese	taste / try the flavor of	1083	mrañḥ	6692	i m r t	mr r raɲ ⁵⁵
#
2743	Achang_Longchuan	tasteless / insipid	981	tan³⁵	16595	i r t	t an ³⁵
7613	Maru	tasteless / insipid	981	pjɔ̃³⁵	16596	i m r t	pj j jɔ̃∼ ³⁵
9297	Bola	tasteless / insipid	981	a³¹ŋɛ̃⁵⁵	9371 13941	i r t + i r t	ʔ a ³¹ + ŋ ɛ̃∼ ⁵⁵
#
2754	Achang_Longchuan	tasty / delicious	994	tɕhau⁵⁵	16605	i r t	tɕʰ au ⁵⁵
7624	Maru	tasty / delicious	994	mjɔ̱ʔ⁵⁵	16607	i m r t	ˀmj j jɔʔ ⁵⁵
9310	Bola	tasty / delicious	994	mja̱ʔ⁵⁵	16607	i m r t	ˀmj j jaʔ ⁵⁵
12039	Old_Burmese	tasty / delicious	994	chim	16608	i r t	tɕh im ²²
#
2219	Achang_Longchuan	tea	425	tʂhaʔ³¹	16618	i r t	tʂʰ aʔ ³¹
7107	Maru	tea	425	tʃha³¹	16618	i r t	tʃh a ³¹
8750	Bola	tea	425	faʔ⁵⁵khjɛʔ⁵⁵	9237 11585	i r t + i r t	f aʔ ⁵⁵ + khj ɛʔ ⁵⁵
#
3048	Achang_Longchuan	teach	1318	m̥ɔʔ³⁵	16630	i r t	m̥ ɔʔ ³⁵
7906	Maru	teach	1318	mɔ̱ʔ⁵⁵	16630	i r t	ˀm ɔʔ ⁵⁵
9625	Bola	teach	1318	ma̱³⁵	16630	i r t	ˀm a ³⁵
11985	Old_Burmese	teach	1318	ca◦saṅ	1593 9261	i r t + i r t	tɕ a ²² + s aŋ ²²
#
8331	Maru	team (of oxen)	1748	kja³⁵	16642	i m r t	kj j ja ³⁵
10058	Bola	team (of oxen)	1748	kja³⁵	16642	i m r t	kj j ja ³⁵
#
3459	Achang_Longchuan	team / line (of people (&animals))	1743	tɕɔm³¹	17769	i r t	tɕ ɔm ³¹
8327	Maru	team / line (of people (&animals))	1743	tʃa̱m³¹	17769	i r t	ˀtʃ am ³¹
10053	Bola	team / line (of people (&animals))	1743	tʃa̱m⁵⁵	17769	i r t	ˀtʃ am ⁵⁵
#
3258	Achang_Longchuan	tear up / rip	1534	tsheʔ⁵⁵	16653	i r t	tsʰ eʔ ⁵⁵
8117	Maru	tear up / rip	1534	lɔ̃³⁵tʃhat⁵⁵	16654 16653	i r t + i r t	l ɔ̃∼ ³⁵ + tʃh at ⁵⁵
9843	Bola	tear up / rip	1534	lɔ̃³⁵tʃhak⁵⁵	16654 16653	i r t + i r t	l ɔ̃∼ ³⁵ + tʃh ak ⁵⁵
#
1976	Achang_Longchuan	tears	156	ȵɔʔ⁵⁵pi⁵⁵	16664 16665	i r t + i r t	ȵ ɔʔ ⁵⁵ + p i ⁵⁵
6862	Maru	tears	156	ŋuk³¹pik³¹	16664 16665	i r t + i r t	ŋ uk ³¹ + p ik ³¹
8496	Bola	tears	156	ŋau⁵⁵pi⁵⁵	16664 16665	i r t + i r t	ŋ au ⁵⁵ + p i ⁵⁵
#
2976	Achang_Longchuan	tell	1235	kʐai⁵⁵tsi³¹	16679 16680	i m r t + i r t	kʐ ʐ ʐai ⁵⁵ + ts i ³¹
7833	Maru	tell	1235	ta̱⁵⁵kjɔ̱³⁵	16680 16681	i r t + i m r t	ˀt a ⁵⁵ + ˀkj j jɔ ³⁵
9541	Bola	tell	1235	ti̱³⁵kja̱³⁵	16680 16681	i r t + i m r t	ˀt i ³⁵ + ˀkj j ja ³⁵
12049	Old_Burmese	tell	1235	pro₂ḥ	16682	i m r t	pr r rʊ ⁵⁵
12050	Old_Burmese	tell	1235	tuiṅ	12143	i r t	t əŋ ²²
#
3041	Achang_Longchuan	tell (a story)	1310	kai⁵⁵	16693	i r t	k ai ⁵⁵
7900	Maru	tell (a story)	1310	mu̱k⁵⁵	16696	i r t	ˀm uk ⁵⁵
9617	Bola	tell (a story)	1310	khai⁵⁵	16693	i r t	kh ai ⁵⁵
#
2417	Achang_Longchuan	temper	636	a³¹tʂai⁵⁵	9371 16702	i r t + i r t	ʔ a ³¹ + tʂ ai ⁵⁵
7287	Maru	temper	636	a³¹kja̱ŋ⁵⁵	9371 1778	i r t + i m r t	ʔ a ³¹ + ˀkj j jaŋ ⁵⁵
8951	Bola	temper	636	a³¹kja̱ŋ⁵⁵	9371 1778	i r t + i m r t	ʔ a ³¹ + ˀkj j jaŋ ⁵⁵
#
1893	Achang_Longchuan	temple	68	tʂuaŋ⁵⁵	16716	i r t	tʂ uaŋ ⁵⁵
6788	Maru	temple	68	mjau³⁵	16717	i m r t	mj j jau ³⁵
8415	Bola	temple	68	puŋ³¹kji³¹tʃɔŋ³¹	3613 16772 16716	i r t + i m r t + i r t	p uŋ ³¹ + kj j ji ³¹ + tʃ ɔŋ ³¹
#
2516	Achang_Longchuan	ten	757	tɕhe⁵⁵	16728	i r t	tɕʰ e ⁵⁵
7391	Maru	ten	757	tshɛ³¹	16728	i r t	tsh ɛ ³¹
9070	Bola	ten	757	tă³¹thai⁵⁵	16729 16728	i r t + i r t	t ă ³¹ + th ai ⁵⁵
11763	Old_Burmese	ten	757	chay	16728	i r t	tɕh aj ²²
#
2583	Achang_Longchuan	ten cents	824	tɕɔʔ³¹	16740	i r t	tɕ ɔʔ ³¹
7459	Maru	ten cents	824	kjɔʔ³¹	16740	i m r t	kj j jɔʔ ³¹
9139	Bola	ten cents	824	kjɔʔ³¹	16740	i m r t	kj j jɔʔ ³¹
#
7415	Maru	ten million	781	tă³¹tʃhɛn³⁵van³⁵	11437 16749 11311	i r t + i r t + i r t	t ă ³¹ + tʃh ɛn ³⁵ + v an ³⁵
#
2536	Achang_Longchuan	ten thousand	778	mun³¹	16756	i r t	m un ³¹
7412	Maru	ten thousand	778	van³⁵	16756	i r t	v an ³⁵
9091	Bola	ten thousand	778	van³⁵	16756	i r t	v an ³⁵
#
3472	Achang_Longchuan	tender young (plant)	1757	ȵuat⁵⁵	16763	i r t	ȵ uat ⁵⁵
8340	Maru	tender young (plant)	1757	nau⁵⁵	16763	i r t	n au ⁵⁵
10067	Bola	tender young (plant)	1757	nɔ³⁵	16763	i r t	n ɔ ³⁵
#
1950	Achang_Longchuan	tendon / sinew	128	a³¹kʐə³¹	16771 16772	i r t + i m r t	ʔ a ³¹ + kʐ ʐ ʐə ³¹
6838	Maru	tendon / sinew	128	ʃɔ̃³⁵kji³¹	16771 16772	i r t + i m r t	ʃ ɔ̃∼ ³⁵ + kj j ji ³¹
8471	Bola	tendon / sinew	128	ʃă³⁵kji³¹	16771 16772	i r t + i m r t	ʃ ă ³⁵ + kj j ji ³¹
11926	Old_Burmese	tendon / sinew	128	aʔ◦kro₂ḥ	16771 16772	i r t + i m r t	ʔ a ⁵³ + kr r rʊ ⁵⁵
#
2709	Achang_Longchuan	tense / tight / taut	948	ʐat⁵⁵	16787	i r t	ʐ at ⁵⁵
7579	Maru	tense / tight / taut	948	ta̱ŋ³⁵	16789	i r t	ˀt aŋ ³⁵
9263	Bola	tense / tight / taut	948	taŋ³⁵	16789	i r t	t aŋ ³⁵
#
1939	Achang_Longchuan	testicle	115	ȵ̥i³¹tsiʔ³¹	16795 16796	i r t + i r t	ȵ̥ i ³¹ + ts iʔ ³¹
6831	Maru	testicle	115	nji̱³⁵tʃi̱k⁵⁵	16795 16796	i m r t + i r t	ˀnj j ji ³⁵ + ˀtʃ ik ⁵⁵
8462	Bola	testicle	115	ŋji̱³⁵tʃɿ³⁵	16795 16796	i m r t + i r t	ˀŋj j ji ³⁵ + tʃ ɿ ³⁵
11935	Old_Burmese	testicle	115	wuyḥ	16797	i r t	w uj ⁵⁵
#
2621	Achang_Longchuan	that	862	the⁵⁵	16811	i r t	tʰ e ⁵⁵
7496	Maru	that	862	thø³¹	16811	i r t	th ø ³¹
9178	Bola	that	862	xu⁵¹	16813	i r t	x u ⁵¹
11764	Old_Burmese	that	862	thuiw	16811	i r t	th əw ²²
#
2622	Achang_Longchuan	that (over yonder)	863	the⁵¹ the⁵⁵	16820 16829	i r t + i r t	tʰ e ⁵¹ + tʰ e ⁵⁵
7497	Maru	that (over yonder)	863	thø⁵⁵	16829	i r t	th ø ⁵⁵
#
2626	Achang_Longchuan	that (way) / (like) that	867	the⁵⁵ miu⁵⁵	16829 16830	i r t + i m r t	tʰ e ⁵⁵ + mi i iu ⁵⁵
7501	Maru	that (way) / (like) that	867	thø⁵⁵ʒu³¹	16829 8367	i r t + i r t	th ø ⁵⁵ + ʒ u ³¹
9182	Bola	that (way) / (like) that	867	thɔ̆i⁵⁵khja³¹	16829 16833	i r t + i r t	th ɔ̆i ⁵⁵ + khj a ³¹
#
2625	Achang_Longchuan	that side / there	866	the⁵⁵ thɔʔ⁵⁵	16844 16845	i r t + i r t	tʰ e ⁵⁵ + tʰ ɔʔ ⁵⁵
7500	Maru	that side / there	866	thø⁵⁵ khjɔ³¹	16844 9850	i r t + i m r t	th ø ⁵⁵ + khj j jɔ ³¹
9181	Bola	that side / there	866	thɔ̆i⁵⁵khja⁵⁵	16844 9850	i r t + i r t	th ɔ̆i ⁵⁵ + khj a ⁵⁵
#
2624	Achang_Longchuan	there	865	the⁵⁵ thɔʔ⁵⁵	16844 16860	i r t + i r t	tʰ e ⁵⁵ + tʰ ɔʔ ⁵⁵
7499	Maru	there	865	thø⁵⁵ mɛ³¹	16844 16862	i r t + i r t	th ø ⁵⁵ + m ɛ ³¹
9180	Bola	there	865	thɔ̆i⁵⁵mɛ̃⁵⁵	16844 16862	i r t + i r t	th ɔ̆i ⁵⁵ + m ɛ̃∼ ⁵⁵
#
3365	Achang_Longchuan	there are (people)	1646	ni⁵⁵	932	i r t	n i ⁵⁵
8227	Maru	there are (people)	1646	na³¹	932	i r t	n a ³¹
9955	Bola	there are (people)	1646	ŋji⁵⁵	932	i m r t	ŋj j ji ⁵⁵
#
3366	Achang_Longchuan	there are (trees on the mountain)	1647	pɔ⁵⁵	16891	i r t	p ɔ ⁵⁵
8228	Maru	there are (trees on the mountain)	1647	tʃɔʔ³¹	16884	i r t	tʃ ɔʔ ³¹
9956	Bola	there are (trees on the mountain)	1647	tʃaʔ³¹	16884	i r t	tʃ aʔ ³¹
#
3368	Achang_Longchuan	there is (water in the bowl)	1649	pɔ⁵⁵	16891	i r t	p ɔ ⁵⁵
8230	Maru	there is (water in the bowl)	1649	pɔ³¹	16891	i r t	p ɔ ³¹
9958	Bola	there is (water in the bowl)	1649	pa⁵⁵	16891	i r t	p a ⁵⁵
#
2617	Achang_Longchuan	these	858	xai⁵⁵ ȵeʔ³¹	6868 8382	i r t + i r t	x ai ⁵⁵ + ȵ eʔ ³¹
7492	Maru	these	858	tʃhɛ̆³¹ pɛ̱⁵⁵	16902 16901	i r t + i r t	tʃh ɛ̆ ³¹ + ˀp ɛ ⁵⁵
9174	Bola	these	858	tʃhə̆⁵⁵pɛ̱³¹	16902 16901	i r t + i r t	tʃh ə̆ ⁵⁵ + ˀp ɛ ³¹
#
2610	Achang_Longchuan	they	851	ȵ̥aŋ³¹tuʔ³¹	16915 16916	i r t + i r t	ȵ̥ aŋ ³¹ + t uʔ ³¹
7486	Maru	they	851	jɔ̃³⁵ na̱uŋ⁵⁵	16930 16915	i m r t + i r t	ʔj j jɔ̃∼ ³⁵ + ˀn auŋ ⁵⁵
9167	Bola	they	851	jɔ̃³¹maʔ³¹	16930 18603	i m r t + i r t	ʔj j jɔ̃∼ ³¹ + m aʔ ³¹
#
2609	Achang_Longchuan	they two	850	ȵ̥aŋ³¹ n̥ək⁵⁵	16930 16931	i r t + i r t	ȵ̥ aŋ ³¹ + n̥ ək ⁵⁵
7485	Maru	they two	850	jɔ̃³⁵na̱k⁵⁵	16930 16931	i m r t + i r t	ʔj j jɔ̃∼ ³⁵ + ˀn ak ⁵⁵
9166	Bola	they two	850	jɔ̃³¹tɔ̱̃⁵⁵	16930 16932	i m r t + i r t	ʔj j jɔ̃∼ ³¹ + ˀt ɔ̃∼ ⁵⁵
#
2651	Achang_Longchuan	thick	893	kan³¹	16947	i r t	k an ³¹
7527	Maru	thick	893	thau³¹	16948	i r t	th au ³¹
9207	Bola	thick	893	thu⁵⁵	16948	i r t	th u ⁵⁵
11765	Old_Burmese	thick	893	thu	16948	i r t	th u ²²
#
2699	Achang_Longchuan	thick (porridge)	938	n̥ə³¹	16956	i r t	n̥ ə ³¹
9254	Bola	thick (porridge)	938	pɛ̱ʔ⁵⁵	14611	i r t	ˀp ɛʔ ⁵⁵
#
2008	Achang_Longchuan	thief	192	tʂo⁵⁵xau³¹	9222 15149	i r t + i r t	tʂ o ⁵⁵ + x au ³¹
6893	Maru	thief	192	khuk⁵⁵xa̱p⁵⁵	15149 16967	i r t + i r t	kh uk ⁵⁵ + ˀx ap ⁵⁵
8530	Bola	thief	192	khau³¹pju⁵⁵	15149 16966	i r t + i m r t	kh au ³¹ + pj j ju ⁵⁵
#
1923	Achang_Longchuan	thigh	99	tɕhi⁵⁵san⁵⁵	16978 16979	i r t + i r t	tɕʰ i ⁵⁵ + s an ⁵⁵
6816	Maru	thigh	99	tɔ̃⁵⁵puk⁵⁵	16980 16981	i r t + i r t	t ɔ̃∼ ⁵⁵ + p uk ⁵⁵
8446	Bola	thigh	99	tɔ̱̃³⁵pau³¹	16980 16981	i r t + i r t	ˀt ɔ̃∼ ³⁵ + p au ³¹
11820	Old_Burmese	thigh	99	aʔ◦po₂ṅ	16982 16983	i r t + i r t	ʔ a ⁵³ + p ʊŋ ²²
#
2652	Achang_Longchuan	thin	894	ɕam³⁵	16994	i r t	ɕ am ³⁵
2695	Achang_Longchuan	thin	894	kuak⁵⁵	16996	i r t	k uak ⁵⁵
7528	Maru	thin	894	pɔ̱³⁵	16995	i r t	ˀp ɔ ³⁵
7569	Maru	thin	894	ŋauŋ³⁵	16998	i r t	ŋ auŋ ³⁵
9208	Bola	thin	894	pa̱³⁵	16995	i r t	ˀp a ³⁵
9250	Bola	thin	894	kji³⁵	16997	i m r t	kj j ji ³⁵
#
2702	Achang_Longchuan	thin (hair)	941	kʐua³¹	17009	i m r t	kʐ ʐ ʐua ³¹
7573	Maru	thin (hair)	941	kja³¹	17009	i m r t	kj j ja ³¹
9257	Bola	thin (hair)	941	ʒan³⁵	17010	i r t	ʒ an ³⁵
#
11988	Old_Burmese	thin (in diameter) / fine / tiny	1877	siyḥ	17016	i r t	s əj ⁵⁵
11989	Old_Burmese	thin (in diameter) / fine / tiny	1877	paḥ	17017	i r t	p a ⁵⁵
11990	Old_Burmese	thin (in diameter) / fine / tiny	1877	pin	17018	i r t	p in ²²
#
3467	Achang_Longchuan	thin (in diameter) / fine / tiny (note:fine)	1752	ȵi⁵⁵	17020	i r t	ȵ i ⁵⁵
8335	Maru	thin (in diameter) / fine / tiny (note:fine)	1752	ŋai⁵⁵	17020	i r t	ŋ ai ⁵⁵
10062	Bola	thin (in diameter) / fine / tiny (note:fine)	1752	ŋai⁵⁵	17020	i r t	ŋ ai ⁵⁵
#
2278	Achang_Longchuan	thing	488	ȵiŋ³¹ʐua³⁵	17028 7059	i r t + i r t	ȵ iŋ ³¹ + ʐ ua ³⁵
7162	Maru	thing	488	a²¹tsaŋ⁵⁵	17030 17028	i r t + i r t	ʔ a ²¹ + ts aŋ ⁵⁵
8810	Bola	thing	488	tsai⁵⁵	17028	i r t	ts ai ⁵⁵
#
3329	Achang_Longchuan	think	1607	sam⁵⁵	17042	i r t	s am ⁵⁵
8190	Maru	think	1607	mjik³¹	9316	i m r t	mj j jik ³¹
9918	Bola	think	1607	mjɔt³¹	9316	i m r t	mj j jɔt ³¹
11766	Old_Burmese	think	1607	tuyḥ	17044	i r t	t uj ⁵⁵
#
3247	Achang_Longchuan	thinner, get (body)	1523	kuak⁵⁵	16996	i r t	k uak ⁵⁵
